genome_id,serovar,pds_cluster,collection_year,period,country,isolation_source
PDT000123522.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000123523.2,Kentucky,PDS000030645.1,2008,before_2016,USA,chicken breast
PDT000123524.2,Kentucky,PDS000030645.1,2008,before_2016,USA,chicken breast
PDT000123525.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000123526.2,Montevideo,PDS000027859.12,2008,before_2016,USA,ground turkey
PDT000123527.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000123528.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000123529.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000125250.2,"4,[5],12:i:-",PDS000253288.128,2016,from_2016,USA,comminuted chicken
PDT000125252.2,"4,[5],12:i:-",PDS000253285.29,2016,from_2016,USA,raw intact chicken
PDT000125256.2,"4,[5],12:i:-",PDS000028934.4,2016,from_2016,USA,raw intact chicken
PDT000125260.3,Enteritidis,PDS000030237.1756,2016,from_2016,USA,comminuted chicken
PDT000125261.3,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000125264.3,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000125265.3,Enteritidis,PDS000030237.1756,2016,from_2016,USA,comminuted chicken
PDT000125266.3,Enteritidis,PDS000030237.1756,2016,from_2016,USA,comminuted chicken
PDT000125272.3,Heidelberg,PDS000211943.33,2016,from_2016,USA,raw intact chicken
PDT000125277.3,Enteritidis,PDS000030237.1756,2016,from_2016,USA,comminuted chicken
PDT000125718.2,Ohio,PDS000003841.4,2008,before_2016,USA,chicken breast
PDT000125719.2,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000125720.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000125721.2,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000125722.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000125723.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000125724.2,Senftenberg,PDS000031936.30,2008,before_2016,USA,ground turkey
PDT000125727.2,Kentucky,PDS000004096.15,2008,before_2016,USA,chicken breast
PDT000125728.2,Montevideo,PDS000027237.426,2008,before_2016,USA,chicken breast
PDT000125729.2,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000126486.2,Muenchen,PDS000198470.177,2008,before_2016,USA,ground turkey
PDT000126487.2,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000126489.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000126491.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000126492.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000126493.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000126494.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000126495.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000126496.6,Infantis,PDS000108885.200,2008,before_2016,USA,chicken breast
PDT000126497.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000126498.6,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000127566.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000127567.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000127716.3,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000127747.6,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000128777.2,"4,[5],12:i:-",PDS000253288.128,2016,from_2016,USA,raw intact chicken
PDT000129428.2,Braenderup,PDS000032739.276,2010,before_2016,USA,chicken breast
PDT000129429.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000129430.2,"4,[5],12:r:-",PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000129431.2,"4,[5],12:r:-",PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000129927.2,Brandenburg,PDS000026782.249,2010,before_2016,USA,ground turkey
PDT000129928.2,Kentucky,PDS000032532.55,2010,before_2016,USA,chicken breast
PDT000129929.2,Enteritidis,PDS000032668.1889,2010,before_2016,USA,chicken breast
PDT000129930.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000129931.2,Senftenberg,PDS000266616.2,2010,before_2016,USA,ground turkey
PDT000129933.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000129934.2,Senftenberg,PDS000032047.11,2010,before_2016,USA,chicken breast
PDT000129935.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000129936.2,Berta,PDS000026549.1050,2010,before_2016,USA,ground turkey
PDT000129951.2,Agona,PDS000214890.285,2010,before_2016,USA,ground turkey
PDT000130379.2,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000130380.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,ground turkey
PDT000130381.2,Senftenberg,PDS000002489.96,2010,before_2016,USA,ground turkey
PDT000130384.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000130385.3,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000130386.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000130387.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000130388.2,Berta,PDS000026549.1050,2010,before_2016,USA,ground turkey
PDT000130389.2,Hadar,PDS000158106.134,2010,before_2016,USA,ground turkey
PDT000130392.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000130393.2,Haardt,PDS000157223.1,2010,before_2016,USA,chicken breast
PDT000130394.2,Heidelberg,PDS000211943.33,2010,before_2016,USA,chicken breast
PDT000130395.2,Schwarzengrund,PDS000004036.160,2010,before_2016,USA,ground turkey
PDT000130396.2,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000130397.2,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000130398.2,Kentucky,PDS000004066.82,2010,before_2016,USA,chicken breast
PDT000130399.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000130519.2,Infantis,PDS000265741.69,2016,from_2016,USA,raw intact chicken
PDT000130520.2,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000130521.2,Thompson,PDS000032705.1749,2016,from_2016,USA,raw intact chicken
PDT000131167.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000131168.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000131741.2,Heidelberg,PDS000106160.6,2016,from_2016,USA,RTE Product-Turkey Meatloaf
PDT000133194.2,Agona,PDS000214890.285,2010,before_2016,USA,ground turkey
PDT000133195.2,Albany,PDS000032516.187,2010,before_2016,USA,ground turkey
PDT000133196.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000133411.2,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000133412.2,"4,[5],12:i:-",PDS000253288.128,2016,from_2016,USA,comminuted chicken
PDT000134005.2,Newport,PDS000004267.11,2009,before_2016,USA,ground turkey
PDT000134327.3,Heidelberg,PDS000211943.33,2006,before_2016,USA,chicken breast
PDT000134328.3,Kentucky,PDS000260145.21,2006,before_2016,USA,chicken breast
PDT000134329.3,Heidelberg,PDS000106159.105,2006,before_2016,USA,ground turkey
PDT000134330.3,Kentucky,PDS000260145.21,2006,before_2016,USA,chicken breast
PDT000134331.3,Heidelberg,PDS000211943.33,2006,before_2016,USA,ground turkey
PDT000134332.3,Heidelberg,PDS000211943.33,2006,before_2016,USA,ground turkey
PDT000134333.2,Hadar,PDS000114063.1,2006,before_2016,USA,ground turkey
PDT000134334.3,Kentucky,PDS000260145.21,2006,before_2016,USA,chicken breast
PDT000134335.3,Kentucky,PDS000260145.21,2006,before_2016,USA,chicken breast
PDT000134336.3,Kentucky,PDS000260145.21,2006,before_2016,USA,chicken breast
PDT000134346.3,Heidelberg,PDS000106159.105,2006,before_2016,USA,ground turkey
PDT000134797.2,Agona,PDS000028948.87,2012,before_2016,USA,ground turkey
PDT000134798.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,chicken breast
PDT000134801.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134803.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,chicken breast
PDT000134804.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,chicken breast
PDT000134805.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,Chicken Wing
PDT000134806.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134807.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,ground turkey
PDT000134808.2,Typhimurium,PDS000013845.603,2012,before_2016,USA,ground turkey
PDT000134809.2,Typhimurium var. 5-,PDS000029417.46,2012,before_2016,USA,chicken breast
PDT000134810.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134811.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134812.2,Kentucky,PDS000030257.1,2012,before_2016,USA,chicken breast
PDT000134813.2,Kentucky,PDS000217831.57,2012,before_2016,USA,chicken breast
PDT000134814.2,Thompson,PDS000032705.1749,2012,before_2016,USA,chicken breast
PDT000134815.2,Infantis,PDS000032400.106,2012,before_2016,USA,chicken breast
PDT000134816.2,Saintpaul,PDS000004385.49,2012,before_2016,USA,ground turkey
PDT000134817.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134818.2,Typhimurium var. 5-,PDS000030640.1,2012,before_2016,USA,chicken breast
PDT000134819.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134820.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134821.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134822.4,Saintpaul,PDS000004383.112,2012,before_2016,USA,ground turkey
PDT000134823.2,Saintpaul,PDS000004383.112,2012,before_2016,USA,ground turkey
PDT000134824.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134825.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134826.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134827.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134828.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134830.2,"18:z4,z23:-",PDS000211943.33,2012,before_2016,USA,ground turkey
PDT000134831.2,Heidelberg,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134832.2,Typhimurium var. 5-,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134833.2,Enteritidis,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134834.2,Heidelberg,PDS000001234.65,2012,before_2016,USA,chicken breast
PDT000134835.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134836.2,"18:z4,z23:-",PDS000030237.1756,2012,before_2016,USA,ground turkey
PDT000134837.2,Enteritidis,PDS000004383.112,2012,before_2016,USA,chicken breast
PDT000134838.2,Saintpaul,PDS000030237.1756,2012,before_2016,USA,ground turkey
PDT000134839.2,Enteritidis,PDS000032371.2,2012,before_2016,USA,Chicken Wing
PDT000134840.2,Kentucky,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134841.2,Heidelberg,PDS000032395.694,2012,before_2016,USA,chicken breast
PDT000134842.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134843.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134844.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134845.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134846.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134847.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134848.2,Saintpaul,PDS000004383.112,2012,before_2016,USA,ground turkey
PDT000134849.2,Thompson,PDS000032705.1749,2012,before_2016,USA,chicken breast
PDT000134850.2,Enteritidis,PDS000083226.1311,2012,before_2016,USA,chicken breast
PDT000134851.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134852.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134853.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134854.2,Thompson,PDS000032705.1749,2012,before_2016,USA,chicken breast
PDT000134855.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134856.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134857.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134858.2,Hadar,PDS000158107.507,2012,before_2016,USA,ground turkey
PDT000134859.2,Typhimurium,PDS000029588.1,2012,before_2016,USA,chicken breast
PDT000134860.2,Hadar,PDS000158107.507,2012,before_2016,USA,ground turkey
PDT000134861.2,Typhimurium var. 5-,PDS000002606.17,2012,before_2016,USA,chicken breast
PDT000134862.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134863.2,Anatum,PDS000004217.20,2012,before_2016,USA,ground turkey
PDT000134864.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134865.2,Typhimurium,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134866.2,Senftenberg,PDS000032047.11,2012,before_2016,USA,chicken breast
PDT000134867.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134868.2,Typhimurium,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134869.2,Kentucky,PDS000217831.57,2012,before_2016,USA,chicken breast
PDT000134870.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134871.2,Thompson,PDS000032705.1749,2012,before_2016,USA,Chicken Wing
PDT000134872.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134873.2,Kentucky,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134874.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134875.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134876.2,Enteritidis,PDS000246039.27,2012,before_2016,USA,Chicken Wing
PDT000134877.2,Kentucky,PDS000260145.21,2012,before_2016,USA,Chicken Wing
PDT000134878.2,Thompson,PDS000032705.1749,2012,before_2016,USA,Chicken Wing
PDT000134879.2,Thompson,PDS000032705.1749,2012,before_2016,USA,Chicken Wing
PDT000134880.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134881.2,Kentucky,PDS000030757.1,2012,before_2016,USA,chicken breast
PDT000134882.2,Enteritidis,PDS000246039.27,2012,before_2016,USA,chicken breast
PDT000134883.2,Enteritidis,PDS000005699.52,2012,before_2016,USA,chicken breast
PDT000134884.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134885.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134887.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134888.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134889.2,Typhimurium,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134890.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134891.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134892.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134893.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134894.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134895.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134896.2,"4,12:i:-",PDS000253288.128,2012,before_2016,USA,chicken breast
PDT000134897.2,"4,12:i:-",PDS000253288.128,2012,before_2016,USA,chicken breast
PDT000134898.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134899.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134900.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134901.2,"18:z4,z23:-",PDS000001234.65,2012,before_2016,USA,ground turkey
PDT000134902.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134903.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134904.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134905.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134906.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134908.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134909.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134910.2,Heidelberg,PDS000106159.105,2012,before_2016,USA,ground turkey
PDT000134911.2,Heidelberg,PDS000106159.105,2012,before_2016,USA,ground turkey
PDT000134912.2,Reading,PDS000001887.891,2012,before_2016,USA,ground turkey
PDT000134913.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134914.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,Chicken Wing
PDT000134915.4,Schwarzengrund,PDS000004040.87,2012,before_2016,USA,ground turkey
PDT000134917.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134919.2,Kentucky,PDS000032526.25,2012,before_2016,USA,chicken breast
PDT000134920.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134921.2,Typhimurium var. 5-,PDS000030551.1,2012,before_2016,USA,chicken breast
PDT000134922.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134923.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134924.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134925.2,Reading,PDS000001887.891,2012,before_2016,USA,ground turkey
PDT000134926.2,Hadar,PDS000158107.507,2012,before_2016,USA,ground turkey
PDT000134928.2,Typhimurium var. 5-,PDS000272308.1,2012,before_2016,USA,chicken breast
PDT000134929.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134930.2,Montevideo,PDS000027237.426,2012,before_2016,USA,chicken breast
PDT000134931.2,Kentucky,PDS000029492.90,2012,before_2016,USA,chicken breast
PDT000134932.2,"4,12:i:-",PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134933.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134934.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134935.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134936.2,Typhimurium var. 5-,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134939.2,Typhimurium,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134940.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134942.2,Kentucky,PDS000029426.101,2012,before_2016,USA,chicken breast
PDT000134943.2,Typhimurium,PDS000272319.1,2012,before_2016,USA,chicken breast
PDT000134944.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
PDT000134945.4,Saintpaul,PDS000004383.112,2012,before_2016,USA,ground turkey
PDT000134946.2,Hadar,PDS000158107.507,2012,before_2016,USA,ground turkey
PDT000134947.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134948.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,ground turkey
PDT000134950.2,Heidelberg,PDS000211943.33,2012,before_2016,USA,chicken breast
PDT000134951.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134952.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134953.2,Typhimurium,PDS000032791.7,2012,before_2016,USA,chicken breast
PDT000134954.2,Typhimurium,PDS000032791.7,2012,before_2016,USA,chicken breast
PDT000134955.2,Kentucky,PDS000260145.21,2012,before_2016,USA,chicken breast
PDT000134956.2,"18:z4,z23:-",PDS000030237.1756,2012,before_2016,USA,ground turkey
PDT000134957.2,Enteritidis,PDS000030237.1756,2012,before_2016,USA,chicken breast
PDT000134958.2,Typhimurium var. 5-,PDS000180814.35,2012,before_2016,USA,chicken breast
